title,NER,Protein,Protein Group
Traditional Chicken Curry,"[""chicken"", ""red onions"", ""tomatoes"", ""ginger"", ""garlic"", ""salt"", ""turmeric"", ""garam masala"", ""vegetable"", ""yogurt"", ""red chile powder"", ""methi"", ""cinnamon"", ""green cardamom"", ""cloves"", ""green Thai"", ""boiling water"", ""fresh cilantro""]",Chicken,Meat
Chicken Wings with Curry-Yogurt Glaze,"[""plain yogurt"", ""onion"", ""fresh cilantro"", ""garlic"", ""ground cumin"", ""curry powder"", ""ground ginger"", ""chicken""]",Chicken,Meat
Chicken Almond Curry with Apricots,"[""whole almonds"", ""Boiling water"", ""vegetable oil"", ""skinless"", ""Salt"", ""ginger"", ""garlic"", ""onion"", ""curry powder"", ""cayenne pepper"", ""chicken"", ""yogurt"", ""scallions""]",Chicken,Meat
VELVEETA Curry Chicken,"[""oil"", ""chicken breasts"", ""instant white rice"", ""water"", ""curry powder"", ""Italian-style diced tomatoes"", ""VELVEETA""]",Chicken,Meat
Apple And Chicken Curry Recipe,"[""oil"", ""chicken"", ""onion"", ""garlic"", ""red pepper"", ""tomato"", ""apple"", ""apricot"", ""curry pwdr"", ""stock"", ""cilantro""]",Chicken,Meat
Spicy Thai Chicken Curry,"[""peanut oil"", ""chicken breasts"", ""eggplant"", ""red curry"", ""coconut milk"", ""snow peas"", ""corn"", ""bamboo shoots"", ""fish sauce"", ""lime"", ""cilantro"", ""peanuts"", ""scallions""]",Chicken,Meat
Cheats Crock Pot Indian/Pakistani Chicken Curry - Semi Authentic,"[""chicken breasts"", ""pasta sauce"", ""onion"", ""garlic"", ""ginger"", ""salt"", ""red chili powder"", ""paprika"", ""coriander powder"", ""cumin powder"", ""garam masala"", ""turmeric"", ""oil"", ""gingerroot"", ""fenugreek leaves""]",Chicken,Meat
Coconut Curry Thai Chicken,"[""light coconut milk"", ""curry"", ""curry powder"", ""fresh ginger"", ""garlic"", ""cayenne pepper"", ""Kosher salt"", ""linguine"", ""Olive oil cooking spray"", ""Vidalia"", ""chicken"", ""Kosher salt"", ""curry powder"", ""peanut butter"", ""red peppers"", ""water"", ""scallions"", ""mint"", ""Lime wedges""]",Chicken,Meat
Jamaican Chicken Curry,"[""coriander seed"", ""fenugreek"", ""ground turmeric"", ""cumin"", ""bay leaves"", ""black peppercorns"", ""Kosher salt"", ""chicken thighs"", ""vegetable oil"", ""onion"", ""garlic"", ""fresh ginger"", ""potatoes"", ""carrots"", ""cabbage"", ""Scotch bonnet pepper"", ""water"", ""coconut milk"", ""scallions"", ""cilantro"", ""serving""]",Chicken,Meat
Spicey Chicken Curry,"[""chicken breasts"", ""onion"", ""vegetable oil"", ""garlic"", ""cloves"", ""cinnamon sticks"", ""bay leaf"", ""chilli powder"", ""coconut milk"", ""water"", ""curry powder"", ""chutney"", ""lemon"", ""ginger"", ""tomatoes"", ""zuchinni"", ""salt""]",Chicken,Meat
Chicken Curry,"[""Cooking Oil"", ""Mustard Seeds"", ""Cardamom"", ""Red Onions"", ""Ginger"", ""Garlic"", ""Serrano Peppers"", ""Curry"", ""Cayenne Pepper"", ""Coriander Powder"", ""Cumin"", ""Turmeric"", ""Tomato"", ""At"", ""Chicken"", ""Water"", ""Garam Masala"", ""Cilantro""]",Chicken,Meat
T and T Famous Chicken Curry,"[""chicken"", ""flour"", ""oil"", ""brown onion"", ""garlic"", ""curry powder"", ""tomatoes"", ""chicken"", ""chili"", ""frozen peas"", ""carrots"", ""mushrooms""]",Chicken,Meat
authentic Indian chicken curry,"[""kilogram chicken"", ""onion"", ""clove garlic"", ""ginger"", ""tomatoes"", ""puree"", ""garam masala"", ""turmeric"", ""ground black pepper"", ""natural yogurt"", ""coriander"", ""water"", ""ghee"", ""cumin seeds"", ""salt"", ""green chillies""]",Chicken,Meat
Chicken Curry - very easy to make.,"[""Chicken"", ""Curry Masala"", ""Onion"", ""cumin seeds"", ""Yogurt"", ""Garlic"", ""Tomatoes"", ""vegetable oil"", ""water"", ""Green chillies"", ""cilantro""]",Chicken,Meat
Thai Red Curry Chicken Meatballs,"[""weight Ground Chicken"", ""Breadcrumbs"", ""Garlic"", ""Ginger"", ""Egg"", ""Salt"", ""Pepper"", ""Red Pepper"", ""Cilantro"", ""Olive Oil"", ""Ground Ginger"", ""Garlic"", ""Red Curry"", ""Coconut Milk"", ""Sriracha"", ""Pepper"", ""Salt"", ""Red Pepper"", ""Cilantro"", ""Lime Juice""]",Chicken,Meat
Kathleen's Chicken Curry,"[""chicken"", ""lemons"", ""curry powder"", ""garam masala"", ""garlic"", ""fresh ginger"", ""green bell peppers"", ""onions"", ""salt"", ""cream"", ""vegetable oil"", ""fresh parsley""]",Chicken,Meat
Green Chicken Curry,"[""sesame oil"", ""green curry"", ""coconut milk"", ""brown sugar"", ""fish sauce"", ""snow peas""]",Chicken,Meat
Curry Chicken and Rice,"[""Butter"", ""Olive Oil"", ""Onions"", ""Chicken"", ""Curry"", ""Curry"", ""Salt"", ""Rice"", ""Water""]",Chicken,Meat
Nutty Chicken Curry,"[""red chili pepper"", ""fresh ginger"", ""garlic"", ""cilantro"", ""sunflower oil"", ""chicken breasts"", ""peanut butter"", ""chicken broth"", ""yogurt""]",Chicken,Meat
Chicken Curry in a Hurry,"[""coriander seeds"", ""basmati rice"", ""vegetable"", ""chicken breast tenders"", ""garlic"", ""ginger root"", ""yellow skinned onion"", ""chicken broth"", ""curry paste"", ""mincemeat"", ""salt"", ""flour"", ""scallions"", ""coconut"", ""almonds"", ""mango"", ""cilantro""]",Chicken,Meat
Yogurt-Curry Chicken,"[""chicken breasts skinned"", ""yogurt"", ""garlic"", ""onions"", ""salt"", ""curry powder"", ""lime juice""]",Chicken,Meat
Laurie's Potato Curry,"[""onions"", ""thai curry"", ""potatoes"", ""fish sauce"", ""coconut milk"", ""chicken"", ""brown sugar""]",Chicken,Meat
Standard Chicken Curry,"[""Chicken thigh"", ""Onions"", ""Ginger"", ""Garlic"", ""Vegetable oil"", ""Butter"", ""bread flour"", ""Curry"", ""Chili powder"", ""Tomato paste"", ""White wine"", ""Salt"", ""Water""]",Chicken,Meat
Thai Chicken Curry With Vegetables,"[""extra virgin olive oil"", ""onion"", ""garlic"", ""ginger"", ""curry powder"", ""cumin"", ""chicken broth"", ""Uncle Ben"", ""chicken"", ""mixed vegetables"", ""cilantro""]",Chicken,Meat
Solar Cooked Chicken Yummy Curry,"[""chicken breasts"", ""salt"", ""fresh black pepper"", ""garlic"", ""ginger"", ""red onion"", ""curry powder"", ""coconut milk"", ""fresh cilantro"", ""basil"", ""curry powder"", ""salt"", ""fresh black pepper"", ""vegetable oil""]",Chicken,Meat
Curry Coconut Chicken Breasts,"[""chicken breasts"", ""generous"", ""Salt"", ""Vegetable oil"", ""all-purpose"", ""eggs"", ""milk"", ""cayenne pepper"", ""coconut flakes"", ""breadcrumbs""]",Chicken,Meat
Easy Tandori Flavored Chicken Curry,"[""Chicken thighs"", ""Onion"", ""clove Garlic"", ""yogurt"", ""Ketchup"", ""Soy sauce"", ""Curry"", ""Sugar""]",Chicken,Meat
Masamun Chicken Curry,"[""Potatoes"", ""Coconut Milk"", ""Chicken"", ""Red Curry"", ""Bay Leaves"", ""Ground Cinnamon"", ""Worcestershire Sauce"", ""Sugar"", ""Brown Sugar"", ""Lime Juice Concentrate"", ""Garlic"", ""Peanuts"", ""Jasmine Rice""]",Chicken,Meat
Chicken Curry,"[""yogurt"", ""garlic"", ""ginger"", ""saffron thread"", ""chicken"", ""roasting chickens"", ""anaheim chilies"", ""cardamom pods"", ""peppercorns"", ""cloves"", ""caraway seed"", ""cinnamon"", ""turmeric"", ""salt"", ""ghee"", ""onions"", ""coconut"", ""chicken broth"", ""lemon juice"", ""cilantro leaf""]",Chicken,Meat
Coconut Lamb Curry with Potatoes and Cauliflower,"[""new red potatoes"", ""head of cauliflower"", ""chops"", ""Salt"", ""extra-virgin olive oil"", ""onions"", ""chiles"", ""garlic"", ""curry powder"", ""chicken stock"", ""unsweetened coconut milk"", ""heavy cream"", ""currants"", ""honey"", ""fresh cilantro""]",Chicken,Meat
""" Creamy"" Chicken Curry","[""chicken breasts"", ""garlic"", ""soy yogurt"", ""turmeric"", ""onions"", ""chicken"", ""pods"", ""cinnamon"", ""black peppercorns"", ""cloves"", ""coriander seed"", ""fresh ginger"", ""ground cumin"", ""chili powder"", ""salt"", ""fresh coriander""]",Chicken,Meat
Chicken Curry,"[""chicken breasts"", ""red peppers"", ""mushrooms"", ""cherry tomatoes"", ""eggplant"", ""butter"", ""onion"", ""celery"", ""carrot"", ""garlic"", ""Red Delicious apple"", ""banana"", ""curry powder"", ""parsley"", ""tomato sauce"", ""unsweetened coconut"", ""chicken stock"", ""milk""]",Chicken,Meat
Hot and Spicy Curry Chicken,"[""coconut cream pudding"", ""yogurt"", ""milk"", ""water"", ""jalapenos"", ""olive oil"", ""cardamom pod"", ""coriander"", ""cumin"", ""chili powder"", ""cayenne pepper"", ""garam masala"", ""curry powder""]",Chicken,Meat
Curry in a Hurry,"[""rotisserie chicken"", ""olive oil"", ""yellow onion"", ""curry powder"", ""plain yogurt"", ""heavy cream"", ""tomatoes"", ""salt"", ""cilantro""]",Chicken,Meat
Fish Curry,"[""White fish"", ""White Onion"", ""Garlic"", ""olive oil"", ""chicken broth"", ""cayenne pepper"", ""turmeric"", ""garam masala"", ""curry powder"", ""cumin"", ""coconut milk"", ""salt"", ""lemon juice"", ""tamarind"", ""cilantro""]",Chicken,Meat
Multi Curry,"[""onion"", ""garlic"", ""stalks celery"", ""carrots"", ""mushrooms"", ""curry powder"", ""cumin powder"", ""curry"", ""lime leaf"", ""coconut milk"", ""chicken"", ""shrimp"", ""chicken breasts"", ""firm tofu"", ""fillet"", ""turkey breast"", ""head broccoli"", ""cauliflower"", ""scallion"", ""cilantro"", ""peanuts""]",Chicken,Meat
Fruit Spiked Chicken Curry,"[""coconut oil"", ""onions"", ""stalks celery"", ""carrots"", ""garlic"", ""cracked black pepper"", ""ground cumin"", ""salt"", ""black cardamom pods"", ""curry powder"", ""apple"", ""chicken stock"", ""chicken"", ""coconut milk"", ""banana"", ""currants"", ""chili pepper""]",Chicken,Meat
Tropical Thai Chicken Curry,"[""Coconut Milk"", ""Red Curry"", ""Fish Sauce"", ""Sugar"", ""Lime Leaves"", ""Water"", ""Chicken"", ""Pineapple"", ""Mango"", ""Fresh Basil"", ""Jasmine Rice""]",Chicken,Meat
Cinnamon Curry Rice,"[""cinnamon"", ""water"", ""corn"", ""curry powder"", ""onion"", ""flour"", ""chicken broth"", ""carrots"", ""apple"", ""potatoes"", ""garlic"", ""center"", ""salt"", ""freshly ground black pepper"", ""white rice""]",Chicken,Meat
Thai Green Curry Chicken Thighs Recipe,"[""lime"", ""fish sauce"", ""brown sugar"", ""green curry"", ""garlic"", ""yellow onion"", ""chicken broth"", ""cilantro"", ""Kosher salt"", ""skinless"", ""green beans"", ""red bell pepper"", ""green onions"", ""coconut milk"", ""rice""]",Chicken,Meat
7 Step Chicken Curry,"[""onions"", ""ginger"", ""garlic"", ""chicken"", ""sunflower oil"", ""fenugreek seeds"", ""heap"", ""green chilies"", ""potatoes"", ""turmeric powder"", ""curry powder"", ""mixed curry"", ""coriander powder"", ""chili powder"", ""handfull coriander leaves""]",Chicken,Meat
Curry Chicken With Coconut Milk,"[""Chicken"", ""Coconut milk"", ""Curry"", ""Butter"", ""Onion"", ""clove Garlic"", ""potato flakes""]",Chicken,Meat
Ashish's Curry Chicken,"[""chicken breast"", ""red pepper"", ""green pepper"", ""onion"", ""garlic"", ""chicken broth"", ""light cream"", ""tomato sauce"", ""curry powder"", ""salt""]",Chicken,Meat
Chicken Curry,"[""coconut milk"", ""rotisserie"", ""vegetables"", ""curry powder""]",Chicken,Meat
Not Your Serious Chicken Curry,"[""butter"", ""onion"", ""apple"", ""flour"", ""chicken stock"", ""cream"", ""salt"", ""curry powder"", ""cayenne pepper"", ""ground ginger"", ""chicken""]",Chicken,Meat
Americanized Shrimp Curry,"[""shrimp"", ""green bell pepper"", ""red bell pepper"", ""yellow bell pepper"", ""onion"", ""garlic"", ""butter"", ""coconut milk"", ""chicken broth"", ""curry"", ""mushrooms"", ""baby corn"", ""Italian parsley"", ""spice""]",Chicken,Meat
Maple-Curry Chicken,"[""olive oil"", ""butter"", ""onion"", ""red bell pepper"", ""yellow bell pepper"", ""green bell pepper"", ""meat"", ""garlic"", ""sugar"", ""maple syrup"", ""heavy cream"", ""curry""]",Chicken,Meat
Curry Chicken Roti,"[""Garlic"", ""Onion"", ""thyme"", ""pepper"", ""water"", ""chicken"", ""chicken"", ""masala"", ""Garam masala"", ""Curry"", ""Ground geera"", ""boiling water"", ""Oil"", ""salt"", ""Boiling water"", ""paste"", ""potatoes""]",Chicken,Meat
Tomato Chickpea Curry with Chicken,"[""water"", ""long-grain white rice"", ""salt"", ""extra-virgin olive oil"", ""unsalted butter"", ""onions"", ""garlic"", ""ginger root"", ""garam masala"", ""cayenne pepper"", ""tomatoes"", ""chickpeas"", ""coconut milk"", ""sugar"", ""chicken"", ""plain yogurt"", ""cilantro"", ""lemon""]",Chicken,Meat
Chicken Curry,"[""oil"", ""garlic"", ""ginger paste"", ""curry powder"", ""chicken breasts"", ""onion"", ""mushrooms"", ""chicken broth"", ""matchstick carrot"", ""sweet potato"", ""coconut milk"", ""fish sauce"", ""ketchup"", ""salt"", ""cayenne""]",Chicken,Meat
Slow Cooker Thai Chicken Curry,"[""Coconut Oil"", ""Chicken Breasts"", ""Kosher Salt"", ""Onion"", ""Fresh Ginger"", ""Red"", ""Coconut Milk"", ""Lime"", ""Fish Sauce"", ""Salt"", ""Zucchini"", ""Carrots"", ""Potatoes"", ""Fresh Basil"", ""Rice""]",Chicken,Meat
Chicken Curry with Greens and Garam Masla,"[""chicken"", ""turmeric"", ""cayenne pepper"", ""Salt"", ""canola oil"", ""cinnamon"", ""cloves"", ""green cardamom"", ""coriander seeds"", ""cumin seeds"", ""onions"", ""garlic"", ""fresh ginger"", ""cilantro"", ""ground coriander"", ""garam masala"", ""plain yogurt"", ""water""]",Chicken,Meat
Spicy Curry,"[""chicken"", ""onion"", ""garlic"", ""curry"", ""vegetable oil"", ""potatoes"", ""carrots"", ""water""]",Chicken,Meat
Chicken Curry,"[""chicken"", ""vegetable oil"", ""cinnamon stick"", ""cloves"", ""green cardamom"", ""red onions"", ""fresh ginger paste"", ""fresh garlic"", ""ground turmeric"", ""ground coriander"", ""ground roasted cumin"", ""red chile powder"", ""tomatoes"", ""salt"", ""garam masala"", ""fresh cilantro""]",Chicken,Meat
"Red Thai Curry Green beans, Sweet potatoes and Tofu","[""canola oil"", ""sweet potatoes"", ""coconut milk"", ""chicken broth"", ""red curry"", ""green beans"", ""brown sugar"", ""lemon juice"", ""salt"", ""cilantro freshly""]",Chicken,Meat
Malaysian Chicken and Potato Curry,"[""chicken"", ""potatoes"", ""ginger"", ""red shallots"", ""garlic"", ""cinnamon"", ""cloves"", ""anise"", ""curry powder"", ""coconut milk"", ""vegetable oil"", ""water"", ""lime juice"", ""salt""]",Chicken,Meat
Carrots with Curry and Cilantro,"[""butter"", ""fresh ginger"", ""garlic"", ""curry powder"", ""chicken broth"", ""apricot preserves"", ""carrots"", ""fresh cilantro""]",Chicken,Meat
Chicken and Vegetable Curry,"[""chicken thighs"", ""potatoes"", ""mixed vegetables"", ""onions"", ""ghee"", ""coconut cream"", ""bananas"", ""lemon juice"", ""cornstarch"", ""chicken broth cubes"", ""ginger chopped"", ""curry powder"", ""cumin seeds"", ""coriander chopped""]",Chicken,Meat
Red Curry Chicken,"[""Canola oil spray"", ""basmati rice"", ""chicken breasts"", ""coconut milk"", ""red curry"", ""fish sauce"", ""light brown sugar"", ""lime"", ""basil"", ""carrots"", ""chickpeas"", ""fresh spinach""]",Chicken,Meat
Chicken Curry,"[""chicken breasts"", ""onion"", ""potatoes"", ""soy sauce"", ""chicken bouillon"", ""water"", ""curry powder"", ""frozen peas"", ""yogurt""]",Chicken,Meat
Chicken Curry Comfort,"[""jasmine rice"", ""chicken"", ""fresh snow"", ""yellow onion"", ""red bell pepper"", ""coconut milk"", ""chicken broth"", ""brown sugar"", ""salt""]",Chicken,Meat
Sweet Chicken Curry,"[""chicken"", ""chicken stock"", ""onion"", ""curry powder"", ""pineapple"", ""coconut"", ""sultana"", ""sweet fruit chutney"", ""salt"", ""cornstarch""]",Chicken,Meat
Yummy Chicken Curry,"[""sour cream"", ""onion"", ""salt"", ""red pepper"", ""garlic"", ""ginger powder"", ""chicken"", ""cooking oil"", ""mustard seeds"", ""turmeric"", ""garam masala"", ""onion"", ""tomatoes"", ""tomato paste"", ""water"", ""salt"", ""basmati rice""]",Chicken,Meat
"Fast, Creamy Chicken Curry","[""corn"", ""onion"", ""Salt"", ""curry powder"", ""chicken breasts"", ""yogurt"", ""cilantro""]",Chicken,Meat
Chicken Coconut Curry /Ayam Rendang,"[""chicken"", ""carrot"", ""coconut milk"", ""oil"", ""tomato puree"", ""shallot"", ""ginger"", ""lemon grass"", ""turmeric"", ""salt"", ""coriander""]",Chicken,Meat
Thai Chicken Curry,"[""coconut milk"", ""curry"", ""red bell pepper"", ""onion"", ""chicken tenders"", ""brown sugar"", ""fish sauce"", ""tomatoes"", ""fresh basil"", ""lime juice""]",Chicken,Meat
Chicken Penang Curry,"[""Chicken"", ""Coconut Milk"", ""Red Chili"", ""Basil"", ""sauce"", ""Beans"", ""red chillies"", ""Shallots"", ""clove garlic"", ""Coriander Root"", ""lemongrass"", ""shrimp"", ""Curry"", ""Salt""]",Chicken,Meat
Chicken Curry,"[""chicken thighs"", ""lemon"", ""Kosher salt"", ""cashews"", ""coriander seeds"", ""cumin seeds"", ""cardamom pods"", ""black peppercorns"", ""cloves"", ""onions"", ""garlic"", ""fresh ginger"", ""vegetable oil"", ""bay leaves"", ""roma tomatoes"", ""cayenne pepper"", ""cinnamon"", ""turmeric"", ""heavy cream"", ""onion"", ""green chile"", ""flour"", ""Kosher salt"", ""ghee"", ""fresh cilantro"", ""cilantro""]",Chicken,Meat
chicken curry,"[""chicken"", ""plan yogurt"", ""oil"", ""ginger"", ""onion"", ""coriander powder"", ""cumin seeds powder"", ""salt"", ""red chili powder"", ""turmeric""]",Chicken,Meat
Chicken Curry with Pineapple,"[""vegetable oil"", ""chicken"", ""onion"", ""garlic"", ""turmeric"", ""ground coriander"", ""ground cumin"", ""cinnamon"", ""ground ginger"", ""carrots"", ""tomatoes"", ""chicken broth"", ""pineapple"", ""cayenne"", ""parsley"", ""rice""]",Chicken,Meat
Nepalese Curry with Chickpeas and Chicken,"[""Chickpeas"", ""Chicken"", ""clove Garlic"", ""tomatoes"", ""Onion"", ""ginger"", ""Turmeric"", ""Cumin"", ""Garam masala"", ""Paprika"", ""Salt"", ""nuts"", ""Milk""]",Chicken,Meat
Crock Pot Chicken - Curry Surprise!,"[""chicken breasts"", ""stalks celery"", ""carrots"", ""onion"", ""potatoes"", ""garlic"", ""curry powder"", ""sesame ginger salad dressing"", ""white wine"", ""red pepper"", ""lemon juice"", ""cornstarch"", ""peanut butter""]",Chicken,Meat
Red Curry Peanut Noodles,"[""smooth peanut butter"", ""lime juice"", ""red curry"", ""chicken"", ""cilantro"", ""Kosher salt"", ""bean sprouts"", ""scallions"", ""carrot"", ""peanuts"", ""Lime wedges""]",Chicken,Meat
Awesome Curry Pork or Chicken,"[""pork chops"", ""water"", ""yellow onions"", ""tomatoes"", ""all-purpose"", ""olive oil"", ""curry powder"", ""sugar"", ""salt"", ""ground black pepper"", ""ground red pepper"", ""italian seasoning""]",Chicken,Meat
Thai chicken red curry with bamboo shoot.,"[""chicken"", ""coconut milk"", ""red curry"", ""oil"", ""sugar"", ""fish sauce"", ""chicken"", ""sweet basil"", ""chillie"", ""thai""]",Chicken,Meat
Curry Chicken Kabobs Recipe,"[""chicken breasts"", ""yogurt"", ""curry"", ""garlic"", ""salt"", ""onion pwdr"", ""lemon juice""]",Chicken,Meat
Chicken and Cashew Curry,"[""oil"", ""onions"", ""salt"", ""ginger"", ""garlic"", ""green chilies"", ""turmeric"", ""ground cumin"", ""ground coriander"", ""coconut milk"", ""chicken stock"", ""cardamom pods"", ""chicken thighs"", ""beans"", ""nuts"", ""sour cream"", ""fresh coriander""]",Chicken,Meat
Singapore Pork Satay with Lemon-Curry Rice,"[""Cooking spray"", ""pork chops"", ""red onion"", ""teriyaki sauce"", ""sesame seeds"", ""rice"", ""curry powder"", ""ground cumin"", ""lemon zest"", ""chicken broth"", ""golden raisins"", ""nuts"", ""fresh cilantro"", ""Salt"", ""Freshly ground black pepper""]",Chicken,Meat
Curry Chicken Breasts,"[""chicken breasts"", ""vegetable oil"", ""Worcestershire sauce"", ""chili sauce"", ""curry powder"", ""garlic"", ""hot pepper"", ""onion"", ""rice""]",Chicken,Meat
